model,trajectory,cycle,capacity_Ah,resistance_Ohm,expansion_um,expansion_SEI_um,expansion_plating_um,expansion_LAMn_um,eps_n,eps_p,nLi_mol,Cp_Ah,Cn_Ah,delta_SEI_m,delta_pl_m
P4,nominal,38.0,4.201952067098346,0.014155743572558492,109.32040160410097,18.700477655113332,71.44178748502685,19.178136463960776,0.5193869393530537,0.4193459099574022,0.16361734464689398,5.461572450983002,5.0859582604330775,3.4337374736257745e-08,8.057407712301247e-08
P4,nominal,39.0,4.194677137476695,0.014224197032141745,111.70609239754144,18.80865451971922,73.55428298835908,19.34315488946315,0.5189881996514653,0.419214575828967,0.16334334742340728,5.459861951749068,5.082053708113024,3.453600653627223e-08,8.175666490301522e-08
P4,nominal,40.0,4.187352066017767,0.01429334866343396,114.14791065660904,18.916649477035506,75.72306282641408,19.508198353159454,0.518589399449227,0.41908328369801096,0.1630674867953738,5.458151999491436,5.078148563356473,3.473430432242432e-08,8.295322402110227e-08
P4,nominal,41.0,4.179978798844701,0.014363215963016814,116.64751196623656,19.024463459758206,77.94977987142417,19.67326863505419,0.5181905344452528,0.418952032169791,0.16278983561683197,5.456442576044935,5.074242784046182,3.493226980730836e-08,8.416405090766764e-08
P4,nominal,42.0,4.172560556625629,0.014433780554499833,119.2051337365111,19.132073406749274,80.23469345181331,19.838366877948523,0.5177916018781528,0.41882082035335916,0.16251051438822636,5.454733669805834,5.070336343141978,3.512986064660817e-08,8.538867659874869e-08
P4,nominal,43.0,4.165093484023251,0.01450508815655951,121.8237942546992,19.23950055900695,82.58080248822684,20.00349120746542,0.5173926062770487,0.4186896497600317,0.16222937897341533,5.453025300457558,5.066429284994079,3.532711584254228e-08,8.66280888447861e-08
P4,nominal,44.0,4.157576133082416,0.014577158380285482,124.50548442481737,19.346746180792888,84.99009724109311,20.168641002931366,0.5169935491416955,0.4185585208961059,0.1619463752800996,5.451317474594135,5.062521624288435,3.552403771651804e-08,8.788269103996623e-08
P4,nominal,45.0,4.150007303439755,0.014650008102553472,127.25212564741355,19.45380944217314,87.46449836688079,20.33381783835963,0.5165944266687506,0.4184274325226522,0.16166145845577273,5.449610176079713,5.058613323781828,3.5720624744630355e-08,8.9152820769095e-08
P4,nominal,46.0,4.142385268972293,0.014723660236838186,130.06596629931428,19.56069291301377,90.00625234477087,20.499021041529637,0.5161952404825236,0.41829638518174134,0.1613745640185957,5.447903411974238,5.054704399379878,3.591688164560652e-08,9.043895246424275e-08
P4,nominal,47.0,4.134706358417183,0.014798159037978422,132.9502982807662,19.66741092347636,92.61863719392801,20.664250163361825,0.5157959916681412,0.418165379235486,0.1610855547673899,5.4461971869938735,5.050794861708395,3.611283473215027e-08,9.174203663257798e-08
P4,nominal,48.0,4.126971520448723,0.014873489584526426,135.90582674915558,19.77393928058498,95.30238256846306,20.829504900107526,0.5153966809595615,0.41803441491987914,0.16079446624515709,5.444491504212198,5.046884717954473,3.630843958169145e-08,9.306171740017601e-08
P4,nominal,49.0,4.119169636263529,0.014949662717902186,138.93477262207003,19.880277369081167,98.05971097276536,20.99478428022351,0.514997310704358,0.4179034929980037,0.16050088286066164,5.442786373567626,5.042973991106098,3.650369506450702e-08,9.439836847123116e-08
P4,nominal,50.0,4.11130902644062,0.015026705446768887,142.0394418367341,19.986426241658215,100.89292778137279,21.1600878137031,0.5145978820865506,0.41777261384864145,0.16020511577572283,5.441081799993419,5.039062692757469,3.669860311352751e-08,9.575237311504756e-08
P4,nominal,51.0,4.103388958740602,0.015104638392229504,145.22224714921026,20.092384826235495,103.80444719654055,21.32541512643422,0.5141983960101192,0.4176417777513054,0.15990713767972276,5.439377787129963,5.0351508317605695,3.6893161760223816e-08,9.712413497395829e-08
P4,nominal,52.0,4.095407098707967,0.015183480088720955,148.48564193851666,20.19814958512394,106.79672946285598,21.490762890536736,0.5137988605163352,0.4175109873443194,0.15960686140830424,5.437674369338861,5.031238486857407,3.7087364508774975e-08,9.851404698553729e-08
P4,nominal,53.0,4.087359703456119,0.015263253781945565,151.83240195767962,20.303720974213128,109.87255023722446,21.656130746242038,0.5133992764745198,0.4173802428665238,0.15930414713296984,5.435971549730774,5.0273256665605786,3.7281212196274636e-08,9.99226138997279e-08
P4,nominal,54.0,4.07924873583002,0.015343982285504012,155.26513971403756,20.409098569182657,113.03451932669044,21.82152181816447,0.5129996363345598,0.41724954181806656,0.15899906824279073,5.434269295747562,5.023412296937612,3.74747040435957e-08,1.0135022793562892e-07
P4,nominal,55.0,4.07107251136632,0.01542568779149306,158.78665571907413,20.514281139206414,116.2854381731894,21.98693640667833,0.5125999393706505,0.417118883929052,0.15869156183138428,5.432567603874096,5.019498370881256,3.7667837790724395e-08,1.0279733378402367e-07
P4,nominal,56.0,4.0628293866856575,0.01550839350768598,162.39989407387156,20.619262591549166,119.62825777062072,22.15237371170167,0.5122001875160574,0.416988269792953,0.15838156654393531,5.430866481839784,5.015583907322501,3.786060225032439e-08,1.0426440585302932e-07
