case,label,stage,requested_cycle,actual_cycle,time_s,time_h,voltage_V,current_A
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,0.0,0.0,3.095694665019895,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,60.0,0.0166666666666666,3.1055415652047804,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,120.0,0.0333333333333333,3.1302133954293163,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,180.0,0.05,3.152260127230539,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,240.0,0.0666666666666666,3.172718195959369,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,300.0,0.0833333333333333,3.191982791681807,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,360.0,0.1,3.210208069107731,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,420.0,0.1166666666666666,3.2274661870664527,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,480.0,0.1333333333333333,3.2438042556723885,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,539.9999999999999,0.1499999999999999,3.25926297300615,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,600.0,0.1666666666666666,3.2738816904993944,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,660.0,0.1833333333333333,3.287700137730057,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,720.0,0.2,3.300757902497619,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,780.0,0.2166666666666666,3.3130939176120515,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,840.0,0.2333333333333333,3.324746103814346,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,900.0,0.25,3.335751071849622,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,960.0,0.2666666666666666,3.346143979486761,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1020.0,0.2833333333333333,3.35595845385725,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1079.9999999999998,0.2999999999999999,3.36522655095782,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1140.0,0.3166666666666666,3.3739787573998603,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1200.0,0.3333333333333333,3.38224401545666,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1260.0,0.35,3.3900497634351527,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1320.0,0.3666666666666666,3.397421985823037,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1380.0,0.3833333333333333,3.4043852693624346,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1440.0,0.4,3.4109628623815835,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1500.0,0.4166666666666667,3.417176735534273,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1560.0,0.4333333333333333,3.423047642666078,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1620.0,0.45,3.4285951809251003,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1680.0,0.4666666666666667,3.4338378495159767,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1740.0,0.4833333333333333,3.43879310669534,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1800.0,0.5,3.443477424749341,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1860.0,0.5166666666666667,3.447906342795912,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1920.0,0.5333333333333333,3.452094517327859,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,1980.0,0.5499999999999999,3.45605577046557,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2040.0,0.5666666666666667,3.459803135926032,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2100.0,0.5833333333333334,3.463348902741634,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2159.9999999999995,0.5999999999999999,3.466704656781285,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2220.0,0.6166666666666667,3.469881320139268,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2280.0,0.6333333333333333,3.472889188466048,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2340.0,0.65,3.4757379663205628,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2400.0,0.6666666666666666,3.4784368006266284,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2460.0,0.6833333333333333,3.4809943123173483,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2520.0,0.7,3.4834186262513014,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2580.0,0.7166666666666667,3.485717399483353,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2640.0,0.7333333333333333,3.4878978479711567,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2700.0,0.75,3.489966771796248,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2760.0,0.7666666666666667,3.4919305789760733,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2820.0,0.7833333333333333,3.493795307940517,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2880.0,0.8,3.495566648743609,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,2939.9999999999995,0.8166666666666665,3.49724996307806,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3000.0,0.8333333333333334,3.49885030315734,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3060.0,0.85,3.5003724295269585,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3120.0,0.8666666666666667,3.5018208278637077,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3179.9999999999995,0.8833333333333332,3.503199724818741,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3240.0,0.9,3.504513102957573,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3300.0,0.9166666666666666,3.505764714847372,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3360.0,0.9333333333333332,3.5069580963393125,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3419.9999999999995,0.9499999999999998,3.508096579091298,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3480.0,0.9666666666666668,3.5091833023738848,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3540.0,0.9833333333333332,3.5102212242000475,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3600.0,1.0,3.5112131318171675,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3660.0,1.0166666666666666,3.51216165159759,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3720.0,1.0333333333333334,3.5130692583621146,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3780.0,1.05,3.5139382841688795,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3840.0,1.0666666666666669,3.514770926598372,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3900.0,1.0833333333333333,3.5155692565635577,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,3960.0,1.1,3.516335225672571,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4020.0,1.1166666666666667,3.517070673169847,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4080.0,1.1333333333333333,3.5177773324802315,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4140.0,1.15,3.5184568373791603,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4200.0,1.1666666666666667,3.5191107278108014,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4260.0,1.1833333333333331,3.519740455374827,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4319.999999999999,1.1999999999999995,3.520347388501371,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4380.0,1.2166666666666666,3.5209328173326444,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4440.0,1.2333333333333334,3.5214979583286867,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4500.0,1.25,3.522043958613849,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4560.0,1.2666666666666666,3.522571900079633,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4620.0,1.2833333333333334,3.5230828032587658,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4680.0,1.3,3.5235776309845948,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4740.0,1.3166666666666669,3.524057291849187,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4800.0,1.3333333333333333,3.524522643472784,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4859.999999999999,1.3499999999999996,3.5249744955967666,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4920.0,1.3666666666666667,3.525413613011572,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,4980.0,1.3833333333333333,3.525840718330596,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5040.0,1.4,3.526256494620524,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5100.0,1.4166666666666667,3.5266615878981744,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5160.0,1.4333333333333331,3.527056609503469,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5220.0,1.45,3.527442138357814,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5280.0,1.4666666666666666,3.527818723116824,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5339.999999999999,1.4833333333333332,3.528186884226056,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5400.0,1.5,3.528547115888108,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5460.0,1.5166666666666666,3.5288998879493128,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5520.0,1.5333333333333334,3.5292456477139504,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5580.0,1.55,3.5295848216938457,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5640.0,1.5666666666666669,3.529917817301044,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5700.0,1.5833333333333333,3.530245024491185,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5760.0,1.6,3.5305668173651115,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5820.0,1.6166666666666667,3.530883555736249,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5879.999999999999,1.633333333333333,3.531195586671243,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,5940.0,1.65,3.531503246011375,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6000.0,1.6666666666666667,3.5318068598822974,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6060.0,1.6833333333333331,3.532106746199652,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6120.0,1.7,3.532403216178232,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6180.0,1.7166666666666666,3.5326965758523032,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6240.0,1.7333333333333334,3.532987127614843,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6300.0,1.75,3.533275171783353,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6359.999999999999,1.7666666666666664,3.533561008199951,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6420.0,1.7833333333333334,3.533844937873317,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6480.0,1.8,3.534127264669904,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6540.0,1.8166666666666669,3.534408297061534,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6600.0,1.8333333333333333,3.5346883499361077,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6660.0,1.85,3.5349677464774945,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6720.0,1.8666666666666667,3.535246820119885,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6780.0,1.8833333333333333,3.535525916580699,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6839.999999999999,1.9,3.5358053959747204,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6899.999999999999,1.9166666666666663,3.5360856350101515,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,6960.0,1.9333333333333331,3.536367029264869,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7020.0,1.95,3.536649995538076,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7080.0,1.9666666666666663,3.5369349742687577,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7140.0,1.9833333333333332,3.537222432007628,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7200.0,2.0,3.537512863923629,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7260.0,2.0166666666666666,3.5378067963191864,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7320.0,2.033333333333333,3.538104789120322,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7379.999999999999,2.05,3.5384074382982096,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7440.0,2.066666666666667,3.538715378167649,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7500.0,2.083333333333333,3.5390292834952923,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7560.0,2.1,3.539349871336003,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7620.0,2.1166666666666667,3.5396779024998635,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7680.0,2.1333333333333333,3.540014182534877,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7740.0,2.15,3.5403595620918864,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7800.0,2.1666666666666665,3.5407149365191533,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7859.999999999999,2.183333333333333,3.5410812445150697,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7919.999999999999,2.2,3.5414594656498517,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,7980.0,2.216666666666667,3.541850616552144,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8040.0,2.2333333333333334,3.542255745546159,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8100.0,2.25,3.542675925521614,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8160.0,2.2666666666666666,3.543112244825,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8220.0,2.283333333333333,3.5435657959797515,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8280.0,2.3,3.5440376620780487,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8340.0,2.316666666666667,3.5445289007416614,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8400.0,2.333333333333333,3.545040525626433,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8460.0,2.35,3.5455734855471155,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8520.0,2.3666666666666667,3.546128641427273,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8580.0,2.3833333333333333,3.546706741431887,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8639.999999999998,2.3999999999999995,3.547308394814527,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8699.999999999998,2.416666666666666,3.5479340451996304,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8760.0,2.433333333333333,3.5485839442128464,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8820.0,2.45,3.5492581265542267,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8880.0,2.466666666666667,3.549956387762146,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,8940.0,2.4833333333333334,3.550678266020117,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9000.0,2.5,3.551423029393094,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9060.0,2.5166666666666666,3.552189669825111,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9120.0,2.533333333333333,3.552976905072169,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9180.0,2.55,3.5537831894762206,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9240.0,2.566666666666667,3.554606734112166,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9300.0,2.583333333333333,3.555445536376153,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9360.0,2.6,3.55629741855887,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9420.0,2.6166666666666667,3.557160074401415,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9480.0,2.6333333333333333,3.558031122110257,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9540.0,2.65,3.5589081618599603,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9600.0,2.6666666666666665,3.559788835481392,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9659.999999999998,2.6833333333333327,3.560670885852512,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9719.999999999998,2.6999999999999997,3.561552213495988,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9780.0,2.716666666666667,3.562430928043004,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9840.0,2.7333333333333334,3.563305392527485,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9900.0,2.75,3.564174258896402,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,9960.0,2.7666666666666666,3.565036493616517,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10020.0,2.783333333333333,3.565891392778584,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10080.0,2.8,3.5667385866014465,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10140.0,2.816666666666667,3.567578033683143,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10200.0,2.833333333333333,3.5684100057079293,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10260.0,2.85,3.569235063583452,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10320.0,2.8666666666666667,3.5700540261506672,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10380.0,2.8833333333333333,3.570867932690372,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10440.0,2.9,3.57167800046221,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10500.0,2.9166666666666665,3.5724855784771328,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10560.0,2.933333333333333,3.573292098645698,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10620.0,2.95,3.574099025383833,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10679.999999999998,2.9666666666666663,3.5749078047118816,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10739.999999999998,2.983333333333333,3.5757198138631896,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10800.0,3.0,3.57653631242924,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10860.0,3.0166666666666666,3.5773583961065456,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10920.0,3.033333333333333,3.5781869541658686,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,10980.0,3.05,3.579022631820659,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11040.0,3.066666666666667,3.5798657987083087,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11100.0,3.083333333333333,3.580716524691745,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11160.0,3.1,3.5815745641179584,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11220.0,3.1166666666666667,3.582439349515945,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11280.0,3.1333333333333333,3.583309995468,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11340.0,3.15,3.584185313044898,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11400.0,3.1666666666666665,3.5850638347684294,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11460.0,3.183333333333333,3.5859438495785,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11520.0,3.2,3.586823446772093,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11580.0,3.216666666666667,3.587700567391324,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11640.0,3.2333333333333334,3.588573061114367,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11699.999999999998,3.25,3.589438746389087,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11759.999999999998,3.266666666666666,3.590295471379032,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11820.0,3.283333333333333,3.5911411732844742,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11880.0,3.3,3.5919739337594208,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,11940.0,3.316666666666667,3.5927920284534807,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12000.0,3.333333333333333,3.593593969133678,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12060.0,3.35,3.5943785373434807,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12120.0,3.3666666666666667,3.595144809086854,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12180.0,3.3833333333333333,3.5958921705374407,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12240.0,3.4,3.5966203252265165,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12300.0,3.4166666666666665,3.597329293528049,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12360.0,3.433333333333333,3.598019405516615,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12420.0,3.45,3.598691288418109,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12480.0,3.466666666666667,3.5993458499084414,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12540.0,3.4833333333333334,3.5999842584542416,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12600.0,3.5,3.600607921749729,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12659.999999999998,3.516666666666666,3.601218464105007,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12719.999999999998,3.5333333333333328,3.601817703403455,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12779.999999999998,3.5499999999999994,3.6024076279876835,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12840.0,3.566666666666667,3.6029903735711577,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12900.0,3.583333333333333,3.603568200019647,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,12960.0,3.6,3.604143467615295,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13020.0,3.6166666666666663,3.604718612217401,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13080.0,3.633333333333333,3.605296118579327,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13140.0,3.65,3.6058784909829313,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13200.0,3.6666666666666665,3.6064682203252394,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13260.0,3.683333333333333,3.607067746853057,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13320.0,3.7,3.607679417907968,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13380.0,3.716666666666667,3.60830544033314,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13440.0,3.733333333333333,3.6089478276173272,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13500.0,3.75,3.609608342413348,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13560.0,3.7666666666666666,3.6102884357561376,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13620.0,3.783333333333333,3.610989185085514,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13679.999999999998,3.8,3.611711233990624,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13739.999999999998,3.816666666666666,3.612454737347892,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13799.999999999998,3.833333333333333,3.613219316107851,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13860.0,3.85,3.614004026270381,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13920.0,3.8666666666666663,3.6148073464488855,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,13980.0,3.883333333333333,3.6156271877685433,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14040.0,3.9,3.6164609286377054,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14100.0,3.9166666666666665,3.617305475222728,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14160.0,3.933333333333333,3.618157346387709,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14220.0,3.95,3.61901277966088,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14280.0,3.966666666666667,3.619867852744481,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14340.0,3.983333333333333,3.620718613488803,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14400.0,4.0,3.6215612103483705,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14460.0,4.016666666666667,3.6223920152723226,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14520.0,4.033333333333333,3.623207731763532,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14580.0,4.05,3.624005482347549,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14640.0,4.066666666666666,3.624782871692208,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14699.999999999998,4.083333333333333,3.625538023821692,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14759.999999999998,4.1,3.6262695939849214,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14819.999999999998,4.116666666666666,3.626976757526968,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14880.0,4.133333333333334,3.62765917941665,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,14940.0,4.15,3.628316968841218,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,15000.0,4.166666666666667,3.62895062351264,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,15060.0,4.183333333333334,3.62956096812548,-0.25
low_SEI_high_plating,Low SEI / high plating,beginning,1,1,15120.0,4.2,3.630149090883852,-0.25
