metric,measurement_set,horizon_cycle,service_N,rank,value
condition_W,Expansion,99.0,,5,198849591.642508
sigma_min_W,Expansion,100.0,,5,0.0017256152216623916
condition_W,Expansion,100.0,,5,129463608.60808846
sigma_min_W,Expansion,101.0,,5,0.002850168599231016
condition_W,Expansion,101.0,,5,86371105.04523095
sigma_min_W,Expansion,102.0,,5,0.00447859417021875
condition_W,Expansion,102.0,,5,60652580.60278117
sigma_min_W,Expansion,103.0,,5,0.0064136665461337955
condition_W,Expansion,103.0,,5,46805097.317233406
sigma_min_W,Expansion,104.0,,5,0.007929622765027405
condition_W,Expansion,104.0,,5,41905341.50634295
sigma_min_W,Expansion,105.0,,5,0.00862955466072137
condition_W,Expansion,105.0,,5,42700485.55188155
sigma_min_W,Expansion,106.0,,5,0.008862838756626298
condition_W,Expansion,106.0,,5,46194672.458942
sigma_min_W,Expansion,107.0,,5,0.008919461329567864
condition_W,Expansion,107.0,,5,51107890.75410582
sigma_min_W,Expansion,108.0,,5,0.008927400987319645
condition_W,Expansion,108.0,,5,56984894.35605531
sigma_min_W,Expansion,109.0,,5,0.008927431351276037
condition_W,Expansion,109.0,,5,63752231.67453685
sigma_min_W,Expansion,110.0,,5,0.008929714497261553
condition_W,Expansion,110.0,,5,71497251.64416124
sigma_min_W,Expansion,111.0,,5,0.008935232346687081
condition_W,Expansion,111.0,,5,80387606.35932994
sigma_min_W,Expansion,112.0,,5,0.008941494491978437
condition_W,Expansion,112.0,,5,90660196.93278605
sigma_min_W,Expansion,113.0,,5,0.008943668965299217
condition_W,Expansion,113.0,,5,102639614.62632239
sigma_min_W,Expansion,114.0,,5,0.008943959520372696
condition_W,Expansion,114.0,,5,116651607.97675213
sigma_min_W,Expansion,115.0,,5,0.00895623833765482
condition_W,Expansion,115.0,,5,132919555.90411705
sigma_min_W,Expansion,116.0,,5,0.009008617421811861
condition_W,Expansion,116.0,,5,151417089.80310574
sigma_min_W,Expansion,117.0,,5,0.009208285026912323
condition_W,Expansion,117.0,,5,170496456.17296678
sigma_min_W,Expansion,118.0,,5,0.00972561563804169
condition_W,Expansion,118.0,,5,186676184.16123617
sigma_min_W,Expansion,119.0,,5,0.011033353527418693
condition_W,Expansion,119.0,,5,191226570.52561063
sigma_min_W,Expansion,120.0,,5,0.014261775808633663
condition_W,Expansion,120.0,,5,172788916.36414608
sigma_min_W,Resistance + Expansion,0.0,,2,8.782059656015897e-18
condition_W,Resistance + Expansion,0.0,,2,inf
sigma_min_W,Resistance + Expansion,1.0,,4,1.8055868455775677e-16
condition_W,Resistance + Expansion,1.0,,4,inf
sigma_min_W,Resistance + Expansion,2.0,,5,3.3294665874923217e-09
condition_W,Resistance + Expansion,2.0,,5,21190895971.954662
sigma_min_W,Resistance + Expansion,3.0,,5,5.895210774453745e-09
condition_W,Resistance + Expansion,3.0,,5,16182692535.15056
sigma_min_W,Resistance + Expansion,4.0,,5,8.52610130767375e-09
condition_W,Resistance + Expansion,4.0,,5,14189851576.978573
sigma_min_W,Resistance + Expansion,5.0,,5,6.945110417232184e-08
condition_W,Resistance + Expansion,5.0,,5,2121692891.2481132
sigma_min_W,Resistance + Expansion,6.0,,5,3.5445968730953584e-07
condition_W,Resistance + Expansion,6.0,,5,492469186.2429998
sigma_min_W,Resistance + Expansion,7.0,,5,3.998415979550161e-07
condition_W,Resistance + Expansion,7.0,,5,506850420.5902223
sigma_min_W,Resistance + Expansion,8.0,,5,4.075866655086077e-07
condition_W,Resistance + Expansion,8.0,,5,568495611.4894032
sigma_min_W,Resistance + Expansion,9.0,,5,4.310476076380558e-07
condition_W,Resistance + Expansion,9.0,,5,607305915.97249
sigma_min_W,Resistance + Expansion,10.0,,5,4.720642933794189e-07
condition_W,Resistance + Expansion,10.0,,5,620524199.4585229
sigma_min_W,Resistance + Expansion,11.0,,5,5.327197779194215e-07
condition_W,Resistance + Expansion,11.0,,5,610514158.1606133
sigma_min_W,Resistance + Expansion,12.0,,5,5.967547555594886e-07
condition_W,Resistance + Expansion,12.0,,5,601206815.9747121
sigma_min_W,Resistance + Expansion,13.0,,5,6.552947495511087e-07
condition_W,Resistance + Expansion,13.0,,5,600693257.4749378
sigma_min_W,Resistance + Expansion,14.0,,5,6.969968063210222e-07
condition_W,Resistance + Expansion,14.0,,5,616777231.9864345
sigma_min_W,Resistance + Expansion,15.0,,5,7.198579288302315e-07
condition_W,Resistance + Expansion,15.0,,5,649629486.3848687
sigma_min_W,Resistance + Expansion,16.0,,5,7.291981020386371e-07
condition_W,Resistance + Expansion,16.0,,5,695258915.0258989
sigma_min_W,Resistance + Expansion,17.0,,5,7.31717450760298e-07
condition_W,Resistance + Expansion,17.0,,5,748955336.4328623
sigma_min_W,Resistance + Expansion,18.0,,5,7.317452134536733e-07
condition_W,Resistance + Expansion,18.0,,5,807502740.9332877
sigma_min_W,Resistance + Expansion,19.0,,5,7.327203807034317e-07
condition_W,Resistance + Expansion,19.0,,5,867615484.1740187
sigma_min_W,Resistance + Expansion,20.0,,5,7.362453449088652e-07
condition_W,Resistance + Expansion,20.0,,5,927225622.396093
sigma_min_W,Resistance + Expansion,21.0,,5,7.387265711420818e-07
condition_W,Resistance + Expansion,21.0,,5,990723733.2908847
sigma_min_W,Resistance + Expansion,22.0,,5,7.425239112487808e-07
condition_W,Resistance + Expansion,22.0,,5,1055192900.2003498
sigma_min_W,Resistance + Expansion,23.0,,5,7.45179753437244e-07
condition_W,Resistance + Expansion,23.0,,5,1124205261.131758
sigma_min_W,Resistance + Expansion,24.0,,5,7.48497402197017e-07
condition_W,Resistance + Expansion,24.0,,5,1195392206.0576706
sigma_min_W,Resistance + Expansion,25.0,,5,7.57464443247131e-07
condition_W,Resistance + Expansion,25.0,,5,1260441318.0280187
sigma_min_W,Resistance + Expansion,26.0,,5,7.782664545179962e-07
condition_W,Resistance + Expansion,26.0,,5,1307922985.9952576
sigma_min_W,Resistance + Expansion,27.0,,5,8.188326633943327e-07
condition_W,Resistance + Expansion,27.0,,5,1324445154.909409
sigma_min_W,Resistance + Expansion,28.0,,5,8.93247054869551e-07
condition_W,Resistance + Expansion,28.0,,5,1292754452.3715389
sigma_min_W,Resistance + Expansion,29.0,,5,1.0048225141307474e-06
condition_W,Resistance + Expansion,29.0,,5,1223036562.8184834
sigma_min_W,Resistance + Expansion,30.0,,5,1.166165610469246e-06
condition_W,Resistance + Expansion,30.0,,5,1121066258.604501
sigma_min_W,Resistance + Expansion,31.0,,5,1.3765718311439008e-06
condition_W,Resistance + Expansion,31.0,,5,1009981976.7295469
sigma_min_W,Resistance + Expansion,32.0,,5,1.5992296134536529e-06
condition_W,Resistance + Expansion,32.0,,5,924314221.1644099
sigma_min_W,Resistance + Expansion,33.0,,5,1.8262470075570158e-06
condition_W,Resistance + Expansion,33.0,,5,860428025.0924606
sigma_min_W,Resistance + Expansion,34.0,,5,2.073069500690584e-06
condition_W,Resistance + Expansion,34.0,,5,805667332.7355413
sigma_min_W,Resistance + Expansion,35.0,,5,2.34020657491292e-06
condition_W,Resistance + Expansion,35.0,,5,758554266.4620632
sigma_min_W,Resistance + Expansion,36.0,,5,2.6142649228511124e-06
condition_W,Resistance + Expansion,36.0,,5,721705634.1761653
sigma_min_W,Resistance + Expansion,37.0,,5,2.926888688808335e-06
condition_W,Resistance + Expansion,37.0,,5,685157408.079953
sigma_min_W,Resistance + Expansion,38.0,,5,3.298234076049822e-06
condition_W,Resistance + Expansion,38.0,,5,646307068.9392538
sigma_min_W,Resistance + Expansion,39.0,,5,3.736153001833025e-06
condition_W,Resistance + Expansion,39.0,,5,606560082.035313
sigma_min_W,Resistance + Expansion,40.0,,5,4.246704120205614e-06
condition_W,Resistance + Expansion,40.0,,5,567407110.8150291
sigma_min_W,Resistance + Expansion,41.0,,5,5.0371117150304464e-06
condition_W,Resistance + Expansion,41.0,,5,508742705.4372558
sigma_min_W,Resistance + Expansion,42.0,,5,6.108987957014747e-06
condition_W,Resistance + Expansion,42.0,,5,446212641.1361511
sigma_min_W,Resistance + Expansion,43.0,,5,7.165783653578072e-06
condition_W,Resistance + Expansion,43.0,,5,404752631.99496216
sigma_min_W,Resistance + Expansion,44.0,,5,8.216569982272718e-06
condition_W,Resistance + Expansion,44.0,,5,375687701.3093693
sigma_min_W,Resistance + Expansion,45.0,,5,9.279345393162607e-06
condition_W,Resistance + Expansion,45.0,,5,354157835.2215102
sigma_min_W,Resistance + Expansion,46.0,,5,1.0156495950651988e-05
condition_W,Resistance + Expansion,46.0,,5,344596303.4606936
sigma_min_W,Resistance + Expansion,47.0,,5,1.1125191662873138e-05
condition_W,Resistance + Expansion,47.0,,5,335150371.09147704
sigma_min_W,Resistance + Expansion,48.0,,5,1.211812987274473e-05
condition_W,Resistance + Expansion,48.0,,5,327916835.3291154
sigma_min_W,Resistance + Expansion,49.0,,5,1.3156469641651537e-05
condition_W,Resistance + Expansion,49.0,,5,322017097.7651152
sigma_min_W,Resistance + Expansion,50.0,,5,1.425682664579788e-05
condition_W,Resistance + Expansion,50.0,,5,316948019.98268664
sigma_min_W,Resistance + Expansion,51.0,,5,1.5459741963555596e-05
condition_W,Resistance + Expansion,51.0,,5,311875329.27812684
sigma_min_W,Resistance + Expansion,52.0,,5,1.6793756474601245e-05
condition_W,Resistance + Expansion,52.0,,5,306473616.6343854
sigma_min_W,Resistance + Expansion,53.0,,5,1.8238885861778407e-05
condition_W,Resistance + Expansion,53.0,,5,301363584.3157313
sigma_min_W,Resistance + Expansion,54.0,,5,1.9786735547518483e-05
condition_W,Resistance + Expansion,54.0,,5,296796090.5328474
sigma_min_W,Resistance + Expansion,55.0,,5,2.1449078191716205e-05
condition_W,Resistance + Expansion,55.0,,5,292661996.77275884
sigma_min_W,Resistance + Expansion,56.0,,5,2.3240006141111902e-05
condition_W,Resistance + Expansion,56.0,,5,288858202.36176187
sigma_min_W,Resistance + Expansion,57.0,,5,2.5159983189702847e-05
condition_W,Resistance + Expansion,57.0,,5,285471978.7365734
sigma_min_W,Resistance + Expansion,58.0,,5,2.7219843797287293e-05
condition_W,Resistance + Expansion,58.0,,5,282456370.8897405
sigma_min_W,Resistance + Expansion,59.0,,5,2.9435510989263993e-05
condition_W,Resistance + Expansion,59.0,,5,279731935.5853452
sigma_min_W,Resistance + Expansion,60.0,,5,3.182189883897533e-05
condition_W,Resistance + Expansion,60.0,,5,277255705.9512675
sigma_min_W,Resistance + Expansion,61.0,,5,3.441643731723225e-05
condition_W,Resistance + Expansion,61.0,,5,274822699.6070237
sigma_min_W,Resistance + Expansion,62.0,,5,3.728239374209559e-05
condition_W,Resistance + Expansion,62.0,,5,272112097.4154898
sigma_min_W,Resistance + Expansion,63.0,,5,4.0467737535051583e-05
condition_W,Resistance + Expansion,63.0,,5,269029360.1861023
sigma_min_W,Resistance + Expansion,64.0,,5,4.399037852900663e-05
condition_W,Resistance + Expansion,64.0,,5,265725946.54194903
sigma_min_W,Resistance + Expansion,65.0,,5,4.793554954491542e-05
condition_W,Resistance + Expansion,65.0,,5,261966110.55527073
sigma_min_W,Resistance + Expansion,66.0,,5,5.22578803429383e-05
condition_W,Resistance + Expansion,66.0,,5,258278786.42140985
sigma_min_W,Resistance + Expansion,67.0,,5,5.697385077324958e-05
condition_W,Resistance + Expansion,67.0,,5,254759203.62118447
sigma_min_W,Resistance + Expansion,68.0,,5,6.221047072221799e-05
condition_W,Resistance + Expansion,68.0,,5,251036446.93235272
sigma_min_W,Resistance + Expansion,69.0,,5,6.808661539244124e-05
condition_W,Resistance + Expansion,69.0,,5,246925388.92829752
sigma_min_W,Resistance + Expansion,70.0,,5,7.475369679200022e-05
condition_W,Resistance + Expansion,70.0,,5,242246193.99903145
sigma_min_W,Resistance + Expansion,71.0,,5,8.248228509943855e-05
condition_W,Resistance + Expansion,71.0,,5,236607510.78599933
sigma_min_W,Resistance + Expansion,72.0,,5,9.15246593248317e-05
condition_W,Resistance + Expansion,72.0,,5,229927326.18856674
sigma_min_W,Resistance + Expansion,73.0,,5,0.0001021026750732468
condition_W,Resistance + Expansion,73.0,,5,222368634.6832433
sigma_min_W,Resistance + Expansion,74.0,,5,0.00011463314267650741
condition_W,Resistance + Expansion,74.0,,5,213810261.83148703
sigma_min_W,Resistance + Expansion,75.0,,5,0.00012997086385184236
condition_W,Resistance + Expansion,75.0,,5,203690047.978014
sigma_min_W,Resistance + Expansion,76.0,,5,0.0001492950954941785
condition_W,Resistance + Expansion,76.0,,5,191645436.4200319
sigma_min_W,Resistance + Expansion,77.0,,5,0.00017713303912241852
condition_W,Resistance + Expansion,77.0,,5,174672481.86074933
sigma_min_W,Resistance + Expansion,78.0,,5,0.00021654853942281908
condition_W,Resistance + Expansion,78.0,,5,154597923.86241043
sigma_min_W,Resistance + Expansion,79.0,,5,0.0002621428144791564
condition_W,Resistance + Expansion,79.0,,5,138265569.2021121
sigma_min_W,Resistance + Expansion,80.0,,5,0.00030867182532171304
condition_W,Resistance + Expansion,80.0,,5,127205089.5667932
sigma_min_W,Resistance + Expansion,81.0,,5,0.0003570471683176983
condition_W,Resistance + Expansion,81.0,,5,119202430.87583528
sigma_min_W,Resistance + Expansion,82.0,,5,0.00040873845374886565
condition_W,Resistance + Expansion,82.0,,5,112937350.93919982
sigma_min_W,Resistance + Expansion,83.0,,5,0.00046501983329731597
condition_W,Resistance + Expansion,83.0,,5,107733476.4847888
sigma_min_W,Resistance + Expansion,84.0,,5,0.0005248327331735288
condition_W,Resistance + Expansion,84.0,,5,103658319.23405741
sigma_min_W,Resistance + Expansion,85.0,,5,0.0005888821631049318
condition_W,Resistance + Expansion,85.0,,5,100384598.73230611
sigma_min_W,Resistance + Expansion,86.0,,5,0.0006586857322150443
condition_W,Resistance + Expansion,86.0,,5,97580227.8919449
sigma_min_W,Resistance + Expansion,87.0,,5,0.0007715286546690886
condition_W,Resistance + Expansion,87.0,,5,90638762.10212453
sigma_min_W,Resistance + Expansion,88.0,,5,0.0009232092582358545
condition_W,Resistance + Expansion,88.0,,5,82466042.05541505
sigma_min_W,Resistance + Expansion,89.0,,5,0.0011169930890608105
condition_W,Resistance + Expansion,89.0,,5,74254961.7896895
sigma_min_W,Resistance + Expansion,90.0,,5,0.0013737634602353167
condition_W,Resistance + Expansion,90.0,,5,65821941.05515486
sigma_min_W,Resistance + Expansion,91.0,,5,0.0016669961934646083
condition_W,Resistance + Expansion,91.0,,5,59180021.48833206
sigma_min_W,Resistance + Expansion,92.0,,5,0.00199535540529769
condition_W,Resistance + Expansion,92.0,,5,53981787.321527705
sigma_min_W,Resistance + Expansion,93.0,,5,0.002365356737030234
condition_W,Resistance + Expansion,93.0,,5,49758998.345797375
sigma_min_W,Resistance + Expansion,94.0,,5,0.002771570325706182
condition_W,Resistance + Expansion,94.0,,5,46440574.16200566
sigma_min_W,Resistance + Expansion,95.0,,5,0.003216745063402089
condition_W,Resistance + Expansion,95.0,,5,43795883.207579546
sigma_min_W,Resistance + Expansion,96.0,,5,0.0037076255293939627
condition_W,Resistance + Expansion,96.0,,5,41626790.81894155
sigma_min_W,Resistance + Expansion,97.0,,5,0.0042452606469567155
condition_W,Resistance + Expansion,97.0,,5,39865799.42777338
sigma_min_W,Resistance + Expansion,98.0,,5,0.0048444871613538085
condition_W,Resistance + Expansion,98.0,,5,38347636.420317285
sigma_min_W,Resistance + Expansion,99.0,,5,0.005487784691355567
condition_W,Resistance + Expansion,99.0,,5,37200632.21557103
sigma_min_W,Resistance + Expansion,100.0,,5,0.006173636967829999
condition_W,Resistance + Expansion,100.0,,5,36382029.262395374
sigma_min_W,Resistance + Expansion,101.0,,5,0.006890589450902959
condition_W,Resistance + Expansion,101.0,,5,35909876.86607549
sigma_min_W,Resistance + Expansion,102.0,,5,0.007636867709709389
condition_W,Resistance + Expansion,102.0,,5,35744197.400289275
sigma_min_W,Resistance + Expansion,103.0,,5,0.008404571511552529
condition_W,Resistance + Expansion,103.0,,5,35885235.98241173
sigma_min_W,Resistance + Expansion,104.0,,5,0.009151515521676234
condition_W,Resistance + Expansion,104.0,,5,36472546.95276211
sigma_min_W,Resistance + Expansion,105.0,,5,0.00983222070959077
condition_W,Resistance + Expansion,105.0,,5,37637025.66404517
sigma_min_W,Resistance + Expansion,106.0,,5,0.010425277461077617
condition_W,Resistance + Expansion,106.0,,5,39430690.433164835
sigma_min_W,Resistance + Expansion,107.0,,5,0.010915779616452986
condition_W,Resistance + Expansion,107.0,,5,41922149.12171283
sigma_min_W,Resistance + Expansion,108.0,,5,0.011325523065449665
condition_W,Resistance + Expansion,108.0,,5,45083276.25333155
sigma_min_W,Resistance + Expansion,109.0,,5,0.011678835698510607
condition_W,Resistance + Expansion,109.0,,5,48902518.99169528
sigma_min_W,Resistance + Expansion,110.0,,5,0.011979596511133566
condition_W,Resistance + Expansion,110.0,,5,53470729.21612754
sigma_min_W,Resistance + Expansion,111.0,,5,0.012239765509567149
condition_W,Resistance + Expansion,111.0,,5,58867858.55764655
sigma_min_W,Resistance + Expansion,112.0,,5,0.012472928008010012
condition_W,Resistance + Expansion,112.0,,5,65184176.81946703
sigma_min_W,Resistance + Expansion,113.0,,5,0.0127102534779337
condition_W,Resistance + Expansion,113.0,,5,72425274.85113944
sigma_min_W,Resistance + Expansion,114.0,,5,0.01298255219248803
condition_W,Resistance + Expansion,114.0,,5,80576096.96475175
sigma_min_W,Resistance + Expansion,115.0,,5,0.013327996525699099
condition_W,Resistance + Expansion,115.0,,5,89542617.00520276
sigma_min_W,Resistance + Expansion,116.0,,5,0.013788769609000296
condition_W,Resistance + Expansion,116.0,,5,99157203.59945355
sigma_min_W,Resistance + Expansion,117.0,,5,0.014537436311521245
condition_W,Resistance + Expansion,117.0,,5,108233541.86694981
sigma_min_W,Resistance + Expansion,118.0,,5,0.01574643812859906
condition_W,Resistance + Expansion,118.0,,5,115536800.28477047
sigma_min_W,Resistance + Expansion,119.0,,5,0.017884561789987083
condition_W,Resistance + Expansion,119.0,,5,118199988.49579982
sigma_min_W,Resistance + Expansion,120.0,,5,0.021902140833330353
condition_W,Resistance + Expansion,120.0,,5,112716764.42959985
sigma_min_W,Capacity + Resistance + Expansion,0.0,,3,3.4080091035028588e-18
condition_W,Capacity + Resistance + Expansion,0.0,,3,inf
sigma_min_W,Capacity + Resistance + Expansion,1.0,,5,7.569372048394014e-07
condition_W,Capacity + Resistance + Expansion,1.0,,5,61300736.51821536
sigma_min_W,Capacity + Resistance + Expansion,2.0,,5,3.1110543649265225e-06
condition_W,Capacity + Resistance + Expansion,2.0,,5,22678947.32936598
sigma_min_W,Capacity + Resistance + Expansion,3.0,,5,7.975658739801406e-06
condition_W,Capacity + Resistance + Expansion,3.0,,5,11961684.13224216
sigma_min_W,Capacity + Resistance + Expansion,4.0,,5,1.6341259431347642e-05
condition_W,Capacity + Resistance + Expansion,4.0,,5,7403791.8922322905
sigma_min_W,Capacity + Resistance + Expansion,5.0,,5,2.921989793564142e-05
condition_W,Capacity + Resistance + Expansion,5.0,,5,5043097.10969347
sigma_min_W,Capacity + Resistance + Expansion,6.0,,5,4.808892253317284e-05
condition_W,Capacity + Resistance + Expansion,6.0,,5,3630099.266472545
sigma_min_W,Capacity + Resistance + Expansion,7.0,,5,7.438169499526967e-05
condition_W,Capacity + Resistance + Expansion,7.0,,5,2724726.958438518
sigma_min_W,Capacity + Resistance + Expansion,8.0,,5,0.0001095858770267539
condition_W,Capacity + Resistance + Expansion,8.0,,5,2114549.0149375903
sigma_min_W,Capacity + Resistance + Expansion,9.0,,5,0.00015554891515005725
condition_W,Capacity + Resistance + Expansion,9.0,,5,1683043.5560243607
sigma_min_W,Capacity + Resistance + Expansion,10.0,,5,0.000214205991814181
condition_W,Capacity + Resistance + Expansion,10.0,,5,1367610.795998622
sigma_min_W,Capacity + Resistance + Expansion,11.0,,5,0.00028788671769007924
condition_W,Capacity + Resistance + Expansion,11.0,,5,1129827.636243893
sigma_min_W,Capacity + Resistance + Expansion,12.0,,5,0.00037904026117275777
condition_W,Capacity + Resistance + Expansion,12.0,,5,946627.3086356481
sigma_min_W,Capacity + Resistance + Expansion,13.0,,5,0.000490566421107382
condition_W,Capacity + Resistance + Expansion,13.0,,5,802494.1191312339
sigma_min_W,Capacity + Resistance + Expansion,14.0,,5,0.0006248787807415262
condition_W,Capacity + Resistance + Expansion,14.0,,5,688049.2470875167
sigma_min_W,Capacity + Resistance + Expansion,15.0,,5,0.0007841532561496938
condition_W,Capacity + Resistance + Expansion,15.0,,5,596449.9323648793
sigma_min_W,Capacity + Resistance + Expansion,16.0,,5,0.0009722211801424417
condition_W,Capacity + Resistance + Expansion,16.0,,5,521550.0106687609
sigma_min_W,Capacity + Resistance + Expansion,17.0,,5,0.0011937026226629007
condition_W,Capacity + Resistance + Expansion,17.0,,5,459175.7029524567
sigma_min_W,Capacity + Resistance + Expansion,18.0,,5,0.0014534943398015591
condition_W,Capacity + Resistance + Expansion,18.0,,5,406605.52271545585
sigma_min_W,Capacity + Resistance + Expansion,19.0,,5,0.00176218193837736
condition_W,Capacity + Resistance + Expansion,19.0,,5,360831.7523243401
sigma_min_W,Capacity + Resistance + Expansion,20.0,,5,0.0021274899376483
condition_W,Capacity + Resistance + Expansion,20.0,,5,320950.2914000825
sigma_min_W,Capacity + Resistance + Expansion,21.0,,5,0.0025564508271540506
condition_W,Capacity + Resistance + Expansion,21.0,,5,286354.27070785506
sigma_min_W,Capacity + Resistance + Expansion,22.0,,5,0.003058321119737311
condition_W,Capacity + Resistance + Expansion,22.0,,5,256254.6000546274
sigma_min_W,Capacity + Resistance + Expansion,23.0,,5,0.0036415124969988006
condition_W,Capacity + Resistance + Expansion,23.0,,5,230115.04263064056
sigma_min_W,Capacity + Resistance + Expansion,24.0,,5,0.004315930893103019
condition_W,Capacity + Resistance + Expansion,24.0,,5,207373.91811583762
sigma_min_W,Capacity + Resistance + Expansion,25.0,,5,0.005090855930480175
condition_W,Capacity + Resistance + Expansion,25.0,,5,187598.65542545047
sigma_min_W,Capacity + Resistance + Expansion,26.0,,5,0.005972682839616683
condition_W,Capacity + Resistance + Expansion,26.0,,5,170484.30100428296
sigma_min_W,Capacity + Resistance + Expansion,27.0,,5,0.00697317783693609
condition_W,Capacity + Resistance + Expansion,27.0,,5,155578.43859455752
sigma_min_W,Capacity + Resistance + Expansion,28.0,,5,0.008105658375600315
condition_W,Capacity + Resistance + Expansion,28.0,,5,142514.11985702172
sigma_min_W,Capacity + Resistance + Expansion,29.0,,5,0.009386210506898168
condition_W,Capacity + Resistance + Expansion,29.0,,5,130979.84228576762
sigma_min_W,Capacity + Resistance + Expansion,30.0,,5,0.010831248715722112
condition_W,Capacity + Resistance + Expansion,30.0,,5,120749.72615190313
sigma_min_W,Capacity + Resistance + Expansion,31.0,,5,0.012459314862013638
condition_W,Capacity + Resistance + Expansion,31.0,,5,111634.51875507289
sigma_min_W,Capacity + Resistance + Expansion,32.0,,5,0.014304159178947113
condition_W,Capacity + Resistance + Expansion,32.0,,5,103384.39964232381
sigma_min_W,Capacity + Resistance + Expansion,33.0,,5,0.016387707673480953
condition_W,Capacity + Resistance + Expansion,33.0,,5,95928.83199257644
sigma_min_W,Capacity + Resistance + Expansion,34.0,,5,0.018731996888015315
condition_W,Capacity + Resistance + Expansion,34.0,,5,89204.11783475034
sigma_min_W,Capacity + Resistance + Expansion,35.0,,5,0.02135711612973499
condition_W,Capacity + Resistance + Expansion,35.0,,5,83157.85582522169
sigma_min_W,Capacity + Resistance + Expansion,36.0,,5,0.02428691263827899
condition_W,Capacity + Resistance + Expansion,36.0,,5,77722.66574012276
sigma_min_W,Capacity + Resistance + Expansion,37.0,,5,0.02754580238644969
condition_W,Capacity + Resistance + Expansion,37.0,,5,72837.7065343304
sigma_min_W,Capacity + Resistance + Expansion,38.0,,5,0.031158337757636018
condition_W,Capacity + Resistance + Expansion,38.0,,5,68448.75767110029
sigma_min_W,Capacity + Resistance + Expansion,39.0,,5,0.03515030064831381
condition_W,Capacity + Resistance + Expansion,39.0,,5,64504.90654075414
sigma_min_W,Capacity + Resistance + Expansion,40.0,,5,0.03954530087409357
condition_W,Capacity + Resistance + Expansion,40.0,,5,60964.71276627869
sigma_min_W,Capacity + Resistance + Expansion,41.0,,5,0.04431253941384819
condition_W,Capacity + Resistance + Expansion,41.0,,5,57860.54915617856
sigma_min_W,Capacity + Resistance + Expansion,42.0,,5,0.04947781758887562
condition_W,Capacity + Resistance + Expansion,42.0,,5,55122.92105445014
sigma_min_W,Capacity + Resistance + Expansion,43.0,,5,0.0551281900789871
condition_W,Capacity + Resistance + Expansion,43.0,,5,52639.639612886844
sigma_min_W,Capacity + Resistance + Expansion,44.0,,5,0.061283433230339295
condition_W,Capacity + Resistance + Expansion,44.0,,5,50397.477790882585
sigma_min_W,Capacity + Resistance + Expansion,45.0,,5,0.06796290831926807
condition_W,Capacity + Resistance + Expansion,45.0,,5,48381.253130065576
sigma_min_W,Capacity + Resistance + Expansion,46.0,,5,0.07508224771464227
condition_W,Capacity + Resistance + Expansion,46.0,,5,46639.30719047065
sigma_min_W,Capacity + Resistance + Expansion,47.0,,5,0.08267066719191767
condition_W,Capacity + Resistance + Expansion,47.0,,5,45126.33092597332
sigma_min_W,Capacity + Resistance + Expansion,48.0,,5,0.09082639517745358
condition_W,Capacity + Resistance + Expansion,48.0,,5,43774.41697135432
sigma_min_W,Capacity + Resistance + Expansion,49.0,,5,0.09955843610053002
condition_W,Capacity + Resistance + Expansion,49.0,,5,42576.67127130864
sigma_min_W,Capacity + Resistance + Expansion,50.0,,5,0.10887014393440983
condition_W,Capacity + Resistance + Expansion,50.0,,5,41527.0817665078
sigma_min_W,Capacity + Resistance + Expansion,51.0,,5,0.11875608353793504
condition_W,Capacity + Resistance + Expansion,51.0,,5,40621.31995707589
sigma_min_W,Capacity + Resistance + Expansion,52.0,,5,0.12921451775519835
condition_W,Capacity + Resistance + Expansion,52.0,,5,39852.27714485148
sigma_min_W,Capacity + Resistance + Expansion,53.0,,5,0.1402391153038336
condition_W,Capacity + Resistance + Expansion,53.0,,5,39213.88393581179
sigma_min_W,Capacity + Resistance + Expansion,54.0,,5,0.151810526159438
condition_W,Capacity + Resistance + Expansion,54.0,,5,38703.158841951255
sigma_min_W,Capacity + Resistance + Expansion,55.0,,5,0.16391068473394863
condition_W,Capacity + Resistance + Expansion,55.0,,5,38315.92581153057
sigma_min_W,Capacity + Resistance + Expansion,56.0,,5,0.176517086132222
condition_W,Capacity + Resistance + Expansion,56.0,,5,38048.8142487307
sigma_min_W,Capacity + Resistance + Expansion,57.0,,5,0.18960389602261205
condition_W,Capacity + Resistance + Expansion,57.0,,5,37899.066300124934
sigma_min_W,Capacity + Resistance + Expansion,58.0,,5,0.20314138724996572
condition_W,Capacity + Resistance + Expansion,58.0,,5,37864.764001862764
sigma_min_W,Capacity + Resistance + Expansion,59.0,,5,0.21709743303159074
condition_W,Capacity + Resistance + Expansion,59.0,,5,37944.61039924758
sigma_min_W,Capacity + Resistance + Expansion,60.0,,5,0.23143408367683832
condition_W,Capacity + Resistance + Expansion,60.0,,5,38138.59688973671
sigma_min_W,Capacity + Resistance + Expansion,61.0,,5,0.24610280226742887
condition_W,Capacity + Resistance + Expansion,61.0,,5,38448.68788014917
sigma_min_W,Capacity + Resistance + Expansion,62.0,,5,0.2610922297805953
condition_W,Capacity + Resistance + Expansion,62.0,,5,38871.495629768935
sigma_min_W,Capacity + Resistance + Expansion,63.0,,5,0.2763365379180599
condition_W,Capacity + Resistance + Expansion,63.0,,5,39412.841165051344
sigma_min_W,Capacity + Resistance + Expansion,64.0,,5,0.29179272069733964
condition_W,Capacity + Resistance + Expansion,64.0,,5,40075.45734593551
sigma_min_W,Capacity + Resistance + Expansion,65.0,,5,0.30740289901314893
