metric,measurement_set,horizon_cycle,service_N,rank,value
Ioptimality_remaining,Capacity + Resistance + Expansion,27.0,94.0,5,21.96936716684042
Ioptimality_N10,Capacity + Resistance + Expansion,28.0,10.0,5,0.13170930452073987
Ioptimality_N25,Capacity + Resistance + Expansion,28.0,25.0,5,0.29968048710667644
Ioptimality_remaining,Capacity + Resistance + Expansion,28.0,93.0,5,18.864282708305574
Ioptimality_N10,Capacity + Resistance + Expansion,29.0,10.0,5,0.12368364865215768
Ioptimality_N25,Capacity + Resistance + Expansion,29.0,25.0,5,0.2763942363188026
Ioptimality_remaining,Capacity + Resistance + Expansion,29.0,92.0,5,16.260476503237268
Ioptimality_N10,Capacity + Resistance + Expansion,30.0,10.0,5,0.1164060231428018
Ioptimality_N25,Capacity + Resistance + Expansion,30.0,25.0,5,0.2556718135791736
Ioptimality_remaining,Capacity + Resistance + Expansion,30.0,91.0,5,14.061624070126452
Ioptimality_N10,Capacity + Resistance + Expansion,31.0,10.0,5,0.10976912352391266
Ioptimality_N25,Capacity + Resistance + Expansion,31.0,25.0,5,0.23712518906049826
Ioptimality_remaining,Capacity + Resistance + Expansion,31.0,90.0,5,12.195260498917941
Ioptimality_N10,Capacity + Resistance + Expansion,32.0,10.0,5,0.10365867695953779
Ioptimality_N25,Capacity + Resistance + Expansion,32.0,25.0,5,0.22042908477619413
Ioptimality_remaining,Capacity + Resistance + Expansion,32.0,89.0,5,10.60332366727948
Ioptimality_N10,Capacity + Resistance + Expansion,33.0,10.0,5,0.09794099603836096
Ioptimality_N25,Capacity + Resistance + Expansion,33.0,25.0,5,0.20515648923002236
Ioptimality_remaining,Capacity + Resistance + Expansion,33.0,88.0,5,9.231005480622755
Ioptimality_N10,Capacity + Resistance + Expansion,34.0,10.0,5,0.09262141152754223
Ioptimality_N25,Capacity + Resistance + Expansion,34.0,25.0,5,0.19119127306319617
Ioptimality_remaining,Capacity + Resistance + Expansion,34.0,87.0,5,8.047394642851776
Ioptimality_N10,Capacity + Resistance + Expansion,35.0,10.0,5,0.0876778119073999
Ioptimality_N25,Capacity + Resistance + Expansion,35.0,25.0,5,0.17842804971123882
Ioptimality_remaining,Capacity + Resistance + Expansion,35.0,86.0,5,7.026078367158991
Ioptimality_N10,Capacity + Resistance + Expansion,36.0,10.0,5,0.08309550609763466
Ioptimality_N25,Capacity + Resistance + Expansion,36.0,25.0,5,0.1667837572381964
Ioptimality_remaining,Capacity + Resistance + Expansion,36.0,85.0,5,6.1449804054104735
Ioptimality_N10,Capacity + Resistance + Expansion,37.0,10.0,5,0.0788356560381742
Ioptimality_N25,Capacity + Resistance + Expansion,37.0,25.0,5,0.15614825022341056
Ioptimality_remaining,Capacity + Resistance + Expansion,37.0,84.0,5,5.383652590485003
Ioptimality_N10,Capacity + Resistance + Expansion,38.0,10.0,5,0.07487644954962461
Ioptimality_N25,Capacity + Resistance + Expansion,38.0,25.0,5,0.14642506274838185
Ioptimality_remaining,Capacity + Resistance + Expansion,38.0,83.0,5,4.7247678939603786
Ioptimality_N10,Capacity + Resistance + Expansion,39.0,10.0,5,0.07120142353123811
Ioptimality_N25,Capacity + Resistance + Expansion,39.0,25.0,5,0.13752550297399246
Ioptimality_remaining,Capacity + Resistance + Expansion,39.0,82.0,5,4.15364429772172
Ioptimality_N10,Capacity + Resistance + Expansion,40.0,10.0,5,0.06778526213205828
Ioptimality_N25,Capacity + Resistance + Expansion,40.0,25.0,5,0.12936582166294575
Ioptimality_remaining,Capacity + Resistance + Expansion,40.0,81.0,5,3.657630709131149
Ioptimality_N10,Capacity + Resistance + Expansion,41.0,10.0,5,0.06460870770368418
Ioptimality_N25,Capacity + Resistance + Expansion,41.0,25.0,5,0.12187814147284934
Ioptimality_remaining,Capacity + Resistance + Expansion,41.0,80.0,5,3.2262438012072243
Ioptimality_N10,Capacity + Resistance + Expansion,42.0,10.0,5,0.0617097879801759
Ioptimality_N25,Capacity + Resistance + Expansion,42.0,25.0,5,0.11512303233645507
Ioptimality_remaining,Capacity + Resistance + Expansion,42.0,79.0,5,2.8542009315932257
Ioptimality_N10,Capacity + Resistance + Expansion,43.0,10.0,5,0.0590541032661548
Ioptimality_N25,Capacity + Resistance + Expansion,43.0,25.0,5,0.10899469418761873
Ioptimality_remaining,Capacity + Resistance + Expansion,43.0,78.0,5,2.5316130125635175
Ioptimality_N10,Capacity + Resistance + Expansion,44.0,10.0,5,0.05654519754420403
Ioptimality_N25,Capacity + Resistance + Expansion,44.0,25.0,5,0.10327699180400379
Ioptimality_remaining,Capacity + Resistance + Expansion,44.0,77.0,5,2.247518363115152
Ioptimality_N10,Capacity + Resistance + Expansion,45.0,10.0,5,0.05417782914083983
Ioptimality_N25,Capacity + Resistance + Expansion,45.0,25.0,5,0.09794856055067197
Ioptimality_remaining,Capacity + Resistance + Expansion,45.0,76.0,5,1.9973509043562114
Ioptimality_N10,Capacity + Resistance + Expansion,46.0,10.0,5,0.0519452887574272
Ioptimality_N25,Capacity + Resistance + Expansion,46.0,25.0,5,0.09298429306958286
Ioptimality_remaining,Capacity + Resistance + Expansion,46.0,75.0,5,1.7769608326808808
Ioptimality_N10,Capacity + Resistance + Expansion,47.0,10.0,5,0.04987162622297876
Ioptimality_N25,Capacity + Resistance + Expansion,47.0,25.0,5,0.08843570823658281
Ioptimality_remaining,Capacity + Resistance + Expansion,47.0,74.0,5,1.5846901940449818
Ioptimality_N10,Capacity + Resistance + Expansion,48.0,10.0,5,0.04793406345322827
Ioptimality_N25,Capacity + Resistance + Expansion,48.0,25.0,5,0.08423805850092966
Ioptimality_remaining,Capacity + Resistance + Expansion,48.0,73.0,5,1.4159562548450833
Ioptimality_N10,Capacity + Resistance + Expansion,49.0,10.0,5,0.04609742465211235
Ioptimality_N25,Capacity + Resistance + Expansion,49.0,25.0,5,0.0802997153821011
Ioptimality_remaining,Capacity + Resistance + Expansion,49.0,72.0,5,1.266218543306123
Ioptimality_N10,Capacity + Resistance + Expansion,50.0,10.0,5,0.04435702989517937
Ioptimality_N25,Capacity + Resistance + Expansion,50.0,25.0,5,0.07660590062994353
Ioptimality_remaining,Capacity + Resistance + Expansion,50.0,71.0,5,1.133306868883918
Ioptimality_N10,Capacity + Resistance + Expansion,51.0,10.0,5,0.04270835071770869
Ioptimality_N25,Capacity + Resistance + Expansion,51.0,25.0,5,0.07314287365433847
Ioptimality_remaining,Capacity + Resistance + Expansion,51.0,70.0,5,1.0153025841929337
Ioptimality_N10,Capacity + Resistance + Expansion,52.0,10.0,5,0.04114824534547344
Ioptimality_N25,Capacity + Resistance + Expansion,52.0,25.0,5,0.06989824367373093
Ioptimality_remaining,Capacity + Resistance + Expansion,52.0,69.0,5,0.9105256151710335
Ioptimality_N10,Capacity + Resistance + Expansion,53.0,10.0,5,0.03966926158828291
Ioptimality_N25,Capacity + Resistance + Expansion,53.0,25.0,5,0.06685328542718713
Ioptimality_remaining,Capacity + Resistance + Expansion,53.0,68.0,5,0.8173807966847352
Ioptimality_N10,Capacity + Resistance + Expansion,54.0,10.0,5,0.03826623407166039
Ioptimality_N25,Capacity + Resistance + Expansion,54.0,25.0,5,0.06399666630276901
Ioptimality_remaining,Capacity + Resistance + Expansion,54.0,67.0,5,0.7345103383192892
Ioptimality_N10,Capacity + Resistance + Expansion,55.0,10.0,5,0.036937906446854754
Ioptimality_N25,Capacity + Resistance + Expansion,55.0,25.0,5,0.061317097295073945
Ioptimality_remaining,Capacity + Resistance + Expansion,55.0,66.0,5,0.6607782499673135
Ioptimality_N10,Capacity + Resistance + Expansion,56.0,10.0,5,0.03567947519298621
Ioptimality_N25,Capacity + Resistance + Expansion,56.0,25.0,5,0.058799443672017136
Ioptimality_remaining,Capacity + Resistance + Expansion,56.0,65.0,5,0.5951157032352544
Ioptimality_N10,Capacity + Resistance + Expansion,57.0,10.0,5,0.03448517410435715
Ioptimality_N25,Capacity + Resistance + Expansion,57.0,25.0,5,0.056432244770180315
Ioptimality_remaining,Capacity + Resistance + Expansion,57.0,64.0,5,0.5365843098414252
Ioptimality_N10,Capacity + Resistance + Expansion,58.0,10.0,5,0.033350265446605416
Ioptimality_N25,Capacity + Resistance + Expansion,58.0,25.0,5,0.05420445869965844
Ioptimality_remaining,Capacity + Resistance + Expansion,58.0,63.0,5,0.4843572808743967
Ioptimality_N10,Capacity + Resistance + Expansion,59.0,10.0,5,0.03227098363394289
Ioptimality_N25,Capacity + Resistance + Expansion,59.0,25.0,5,0.0521059751379271
Ioptimality_remaining,Capacity + Resistance + Expansion,59.0,62.0,5,0.4377089850431776
Ioptimality_N10,Capacity + Resistance + Expansion,60.0,10.0,5,0.03124392468708683
Ioptimality_N25,Capacity + Resistance + Expansion,60.0,25.0,5,0.05012520706644803
Ioptimality_remaining,Capacity + Resistance + Expansion,60.0,61.0,5,0.3960000969947562
Ioptimality_N10,Capacity + Resistance + Expansion,61.0,10.0,5,0.03026606021913374
Ioptimality_N25,Capacity + Resistance + Expansion,61.0,25.0,5,0.04825393031642783
Ioptimality_remaining,Capacity + Resistance + Expansion,61.0,60.0,5,0.3586746755076874
Ioptimality_N10,Capacity + Resistance + Expansion,62.0,10.0,5,0.029335136668818696
Ioptimality_N25,Capacity + Resistance + Expansion,62.0,25.0,5,0.0464875428123494
Ioptimality_remaining,Capacity + Resistance + Expansion,62.0,59.0,5,0.3252600108559364
Ioptimality_N10,Capacity + Resistance + Expansion,63.0,10.0,5,0.028447004779985484
Ioptimality_N25,Capacity + Resistance + Expansion,63.0,25.0,5,0.04481518313451531
Ioptimality_remaining,Capacity + Resistance + Expansion,63.0,58.0,5,0.2952758527183953
Ioptimality_N10,Capacity + Resistance + Expansion,64.0,10.0,5,0.027600310861544065
Ioptimality_N25,Capacity + Resistance + Expansion,64.0,25.0,5,0.04323228218984107
Ioptimality_remaining,Capacity + Resistance + Expansion,64.0,57.0,5,0.2683670293259106
Ioptimality_N10,Capacity + Resistance + Expansion,65.0,10.0,5,0.026791987910453546
Ioptimality_N25,Capacity + Resistance + Expansion,65.0,25.0,5,0.04173421054506573
Ioptimality_remaining,Capacity + Resistance + Expansion,65.0,56.0,5,0.244192311476758
Ioptimality_N10,Capacity + Resistance + Expansion,66.0,10.0,5,0.026020070684862333
Ioptimality_N25,Capacity + Resistance + Expansion,66.0,25.0,5,0.04031666244370741
Ioptimality_remaining,Capacity + Resistance + Expansion,66.0,55.0,5,0.22246191096447773
Ioptimality_N10,Capacity + Resistance + Expansion,67.0,10.0,5,0.025285800694252604
Ioptimality_N25,Capacity + Resistance + Expansion,67.0,25.0,5,0.0389827473014557
Ioptimality_remaining,Capacity + Resistance + Expansion,67.0,54.0,5,0.2029622931225423
Ioptimality_N10,Capacity + Resistance + Expansion,68.0,10.0,5,0.02458773298905923
Ioptimality_N25,Capacity + Resistance + Expansion,68.0,25.0,5,0.03772880488792567
Ioptimality_remaining,Capacity + Resistance + Expansion,68.0,53.0,5,0.18545785988959312
Ioptimality_N10,Capacity + Resistance + Expansion,69.0,10.0,5,0.023923543802043
Ioptimality_N25,Capacity + Resistance + Expansion,69.0,25.0,5,0.03654725582016909
Ioptimality_remaining,Capacity + Resistance + Expansion,69.0,52.0,5,0.16971268749715593
Ioptimality_N10,Capacity + Resistance + Expansion,70.0,10.0,5,0.023288765060975443
Ioptimality_N25,Capacity + Resistance + Expansion,70.0,25.0,5,0.03543184666473233
Ioptimality_remaining,Capacity + Resistance + Expansion,70.0,51.0,5,0.155526734497962
Ioptimality_N10,Capacity + Resistance + Expansion,71.0,10.0,5,0.022680057245620354
Ioptimality_N25,Capacity + Resistance + Expansion,71.0,25.0,5,0.03437820937348703
Ioptimality_remaining,Capacity + Resistance + Expansion,71.0,50.0,5,0.14272714678528248
Ioptimality_N10,Capacity + Resistance + Expansion,72.0,10.0,5,0.02209633326919249
Ioptimality_N25,Capacity + Resistance + Expansion,72.0,25.0,5,0.03338297030763595
Ioptimality_remaining,Capacity + Resistance + Expansion,72.0,49.0,5,0.13116379646430837
Ioptimality_N10,Capacity + Resistance + Expansion,73.0,10.0,5,0.021536045415750264
Ioptimality_N25,Capacity + Resistance + Expansion,73.0,25.0,5,0.03244315071453603
Ioptimality_remaining,Capacity + Resistance + Expansion,73.0,48.0,5,0.12070405041034306
Ioptimality_N10,Capacity + Resistance + Expansion,74.0,10.0,5,0.0209976204924593
Ioptimality_N25,Capacity + Resistance + Expansion,74.0,25.0,5,0.03155695585383483
Ioptimality_remaining,Capacity + Resistance + Expansion,74.0,47.0,5,0.11123441955144045
Ioptimality_N10,Capacity + Resistance + Expansion,75.0,10.0,5,0.020477828547509253
Ioptimality_N25,Capacity + Resistance + Expansion,75.0,25.0,5,0.03072165021596134
Ioptimality_remaining,Capacity + Resistance + Expansion,75.0,46.0,5,0.1026457493442802
Ioptimality_N10,Capacity + Resistance + Expansion,76.0,10.0,5,0.019975284787693982
Ioptimality_N25,Capacity + Resistance + Expansion,76.0,25.0,5,0.02993610023411863
Ioptimality_remaining,Capacity + Resistance + Expansion,76.0,45.0,5,0.09484863358485757
Ioptimality_N10,Capacity + Resistance + Expansion,77.0,10.0,5,0.019489796463648502
Ioptimality_N25,Capacity + Resistance + Expansion,77.0,25.0,5,0.02919991607492258
Ioptimality_remaining,Capacity + Resistance + Expansion,77.0,44.0,5,0.0877650621835686
Ioptimality_N10,Capacity + Resistance + Expansion,78.0,10.0,5,0.01902064563569092
Ioptimality_N25,Capacity + Resistance + Expansion,78.0,25.0,5,0.028512357638466695
Ioptimality_remaining,Capacity + Resistance + Expansion,78.0,43.0,5,0.08132163079051938
Ioptimality_N10,Capacity + Resistance + Expansion,79.0,10.0,5,0.01856361090556764
Ioptimality_N25,Capacity + Resistance + Expansion,79.0,25.0,5,0.027866412268791222
Ioptimality_remaining,Capacity + Resistance + Expansion,79.0,42.0,5,0.07543126108870014
Ioptimality_N10,Capacity + Resistance + Expansion,80.0,10.0,5,0.01812479656126587
Ioptimality_N25,Capacity + Resistance + Expansion,80.0,25.0,5,0.027272733587615478
Ioptimality_remaining,Capacity + Resistance + Expansion,80.0,41.0,5,0.07007782581376015
Ioptimality_N10,Capacity + Resistance + Expansion,81.0,10.0,5,0.017706902047263516
Ioptimality_N25,Capacity + Resistance + Expansion,81.0,25.0,5,0.02673893227437826
Ioptimality_remaining,Capacity + Resistance + Expansion,81.0,40.0,5,0.06523633876493859
Ioptimality_N10,Capacity + Resistance + Expansion,82.0,10.0,5,0.01730877349441145
Ioptimality_N25,Capacity + Resistance + Expansion,82.0,25.0,5,0.026265117237741196
Ioptimality_remaining,Capacity + Resistance + Expansion,82.0,39.0,5,0.060851423236275244
Ioptimality_N10,Capacity + Resistance + Expansion,83.0,10.0,5,0.01692926537494628
Ioptimality_N25,Capacity + Resistance + Expansion,83.0,25.0,5,0.02585190384494305
Ioptimality_remaining,Capacity + Resistance + Expansion,83.0,38.0,5,0.05687662151753202
Ioptimality_N10,Capacity + Resistance + Expansion,84.0,10.0,5,0.016566739620872788
Ioptimality_N25,Capacity + Resistance + Expansion,84.0,25.0,5,0.02550179334609566
Ioptimality_remaining,Capacity + Resistance + Expansion,84.0,37.0,5,0.05327048138692857
Ioptimality_N10,Capacity + Resistance + Expansion,85.0,10.0,5,0.016223867974628887
Ioptimality_N25,Capacity + Resistance + Expansion,85.0,25.0,5,0.025226874528434796
Ioptimality_remaining,Capacity + Resistance + Expansion,85.0,36.0,5,0.05001905386160783
Ioptimality_N10,Capacity + Resistance + Expansion,86.0,10.0,5,0.01590045439388866
Ioptimality_N25,Capacity + Resistance + Expansion,86.0,25.0,5,0.0250314134958717
Ioptimality_remaining,Capacity + Resistance + Expansion,86.0,35.0,5,0.04708516302226501
Ioptimality_N10,Capacity + Resistance + Expansion,87.0,10.0,5,0.015594791368201705
Ioptimality_N25,Capacity + Resistance + Expansion,87.0,25.0,5,0.024917565027404737
Ioptimality_remaining,Capacity + Resistance + Expansion,87.0,34.0,5,0.04442950421119157
Ioptimality_N10,Capacity + Resistance + Expansion,88.0,10.0,5,0.015305959424485389
Ioptimality_N25,Capacity + Resistance + Expansion,88.0,25.0,5,0.02489701721776108
Ioptimality_remaining,Capacity + Resistance + Expansion,88.0,33.0,5,0.04203880800481896
Ioptimality_N10,Capacity + Resistance + Expansion,89.0,10.0,5,0.015034835617196434
Ioptimality_N25,Capacity + Resistance + Expansion,89.0,25.0,5,0.024970551648156748
Ioptimality_remaining,Capacity + Resistance + Expansion,89.0,32.0,5,0.039859995022062784
Ioptimality_N10,Capacity + Resistance + Expansion,90.0,10.0,5,0.01477606311474151
Ioptimality_N25,Capacity + Resistance + Expansion,90.0,25.0,5,0.025137296726070443
Ioptimality_remaining,Capacity + Resistance + Expansion,90.0,31.0,5,0.0378567215004484
Ioptimality_N10,Capacity + Resistance + Expansion,91.0,10.0,5,0.014532452341875599
Ioptimality_N25,Capacity + Resistance + Expansion,91.0,25.0,5,0.02540654508304753
Ioptimality_remaining,Capacity + Resistance + Expansion,91.0,30.0,5,0.03600606135767435
Ioptimality_N10,Capacity + Resistance + Expansion,92.0,10.0,5,0.014302803509136255
Ioptimality_N25,Capacity + Resistance + Expansion,92.0,25.0,5,0.025781490979303774
Ioptimality_remaining,Capacity + Resistance + Expansion,92.0,29.0,5,0.03428215136127484
Ioptimality_N10,Capacity + Resistance + Expansion,93.0,10.0,5,0.014088658807135104
Ioptimality_N25,Capacity + Resistance + Expansion,93.0,25.0,5,0.0262695616943849
Ioptimality_remaining,Capacity + Resistance + Expansion,93.0,28.0,5,0.032673430764020045
Ioptimality_N10,Capacity + Resistance + Expansion,94.0,10.0,5,0.013891810413423116
Ioptimality_N25,Capacity + Resistance + Expansion,94.0,25.0,5,0.026875386079680298
Ioptimality_remaining,Capacity + Resistance + Expansion,94.0,27.0,5,0.031167308955190553
Ioptimality_N10,Capacity + Resistance + Expansion,95.0,10.0,5,0.013714907878312397
Ioptimality_N25,Capacity + Resistance + Expansion,95.0,25.0,5,0.027599629560673654
Ioptimality_remaining,Capacity + Resistance + Expansion,95.0,26.0,5,0.029755774104627392
Ioptimality_N10,Capacity + Resistance + Expansion,96.0,10.0,5,0.013557530943482452
Ioptimality_N25,Capacity + Resistance + Expansion,96.0,25.0,5,0.02842373427661325
Ioptimality_remaining,Capacity + Resistance + Expansion,96.0,25.0,5,0.02842373427661325
Ioptimality_N10,Capacity + Resistance + Expansion,97.0,10.0,5,0.013419505658486944
Ioptimality_remaining,Capacity + Resistance + Expansion,97.0,24.0,5,0.027153512166567362
Ioptimality_N10,Capacity + Resistance + Expansion,98.0,10.0,5,0.013297989470068137
Ioptimality_remaining,Capacity + Resistance + Expansion,98.0,23.0,5,0.025926922798081103
Ioptimality_N10,Capacity + Resistance + Expansion,99.0,10.0,5,0.013189633574828954
Ioptimality_remaining,Capacity + Resistance + Expansion,99.0,22.0,5,0.024724866558646565
Ioptimality_N10,Capacity + Resistance + Expansion,100.0,10.0,5,0.013089538820672885
Ioptimality_remaining,Capacity + Resistance + Expansion,100.0,21.0,5,0.023527329648898667
Ioptimality_N10,Capacity + Resistance + Expansion,101.0,10.0,5,0.012990159876569572
Ioptimality_remaining,Capacity + Resistance + Expansion,101.0,20.0,5,0.02231473303554752
Ioptimality_N10,Capacity + Resistance + Expansion,102.0,10.0,5,0.01288389273966814
Ioptimality_remaining,Capacity + Resistance + Expansion,102.0,19.0,5,0.021078098586461085
Ioptimality_N10,Capacity + Resistance + Expansion,103.0,10.0,5,0.012762089175946073
Ioptimality_remaining,Capacity + Resistance + Expansion,103.0,18.0,5,0.019814447496262932
Ioptimality_N10,Capacity + Resistance + Expansion,104.0,10.0,5,0.012614856047240608
Ioptimality_remaining,Capacity + Resistance + Expansion,104.0,17.0,5,0.01852705040023124
Ioptimality_N10,Capacity + Resistance + Expansion,105.0,10.0,5,0.012432822354774229
Ioptimality_remaining,Capacity + Resistance + Expansion,105.0,16.0,5,0.01722493989085319
Ioptimality_N10,Capacity + Resistance + Expansion,106.0,10.0,5,0.012213173085512136
Ioptimality_remaining,Capacity + Resistance + Expansion,106.0,15.0,5,0.015935066243448943
Ioptimality_N10,Capacity + Resistance + Expansion,107.0,10.0,5,0.011953648214098202
Ioptimality_remaining,Capacity + Resistance + Expansion,107.0,14.0,5,0.01468438893393217
Ioptimality_N10,Capacity + Resistance + Expansion,108.0,10.0,5,0.011655993095722504
Ioptimality_remaining,Capacity + Resistance + Expansion,108.0,13.0,5,0.013502099865306372
Ioptimality_N10,Capacity + Resistance + Expansion,109.0,10.0,5,0.011323080387027182
Ioptimality_remaining,Capacity + Resistance + Expansion,109.0,12.0,5,0.012412096582935345
Ioptimality_N10,Capacity + Resistance + Expansion,110.0,10.0,5,0.010960049279426686
Ioptimality_remaining,Capacity + Resistance + Expansion,110.0,11.0,5,0.011432580017732907
Ioptimality_N10,Capacity + Resistance + Expansion,111.0,10.0,5,0.010576510733817091
Ioptimality_remaining,Capacity + Resistance + Expansion,111.0,10.0,5,0.010576510733817091
Ioptimality_remaining,Capacity + Resistance + Expansion,112.0,9.0,5,0.009847641682158865
Ioptimality_remaining,Capacity + Resistance + Expansion,113.0,8.0,5,0.009239623296793786
Ioptimality_remaining,Capacity + Resistance + Expansion,114.0,7.0,5,0.008741284245859729
Ioptimality_remaining,Capacity + Resistance + Expansion,115.0,6.0,5,0.00833815643510885
Ioptimality_remaining,Capacity + Resistance + Expansion,116.0,5.0,5,0.00801548695600309
Ioptimality_remaining,Capacity + Resistance + Expansion,117.0,4.0,5,0.007758774308771747
Ioptimality_remaining,Capacity + Resistance + Expansion,118.0,3.0,5,0.0075551165410773545
Ioptimality_remaining,Capacity + Resistance + Expansion,119.0,2.0,5,0.00739332968650859
Ioptimality_remaining,Capacity + Resistance + Expansion,120.0,1.0,5,0.0072640175610947325
Ioptimality_N10,eSOH,1.0,10.0,3,
Ioptimality_N25,eSOH,1.0,25.0,3,
Ioptimality_remaining,eSOH,1.0,120.0,3,
Ioptimality_N10,eSOH,2.0,10.0,5,126570924.60966778
Ioptimality_N25,eSOH,2.0,25.0,5,127347345.85423794
Ioptimality_remaining,eSOH,2.0,119.0,5,118751258.38833736
Ioptimality_N10,eSOH,3.0,10.0,5,29908952.210943796
Ioptimality_N25,eSOH,3.0,25.0,5,30179296.404679704
Ioptimality_remaining,eSOH,3.0,118.0,5,29725554.16988529
Ioptimality_N10,eSOH,4.0,10.0,5,12383350.199839067
Ioptimality_N25,eSOH,4.0,25.0,5,12493620.236474432
Ioptimality_remaining,eSOH,4.0,117.0,5,12270323.18293457
Ioptimality_N10,eSOH,5.0,10.0,5,6257672.418501108
Ioptimality_N25,eSOH,5.0,25.0,5,6311216.2379558515
Ioptimality_remaining,eSOH,5.0,116.0,5,6158927.905584798
Ioptimality_N10,eSOH,6.0,10.0,5,3584410.2903182767
Ioptimality_N25,eSOH,6.0,25.0,5,3613597.0770420055
Ioptimality_remaining,eSOH,6.0,115.0,5,3500294.7197054
Ioptimality_N10,eSOH,7.0,10.0,5,2264900.791264625
Ioptimality_N25,eSOH,7.0,25.0,5,2283197.7021907773
Ioptimality_remaining,eSOH,7.0,114.0,5,2209361.2215277897
Ioptimality_N10,eSOH,8.0,10.0,5,1517901.9006657135
Ioptimality_N25,eSOH,8.0,25.0,5,1530022.0866464523
Ioptimality_remaining,eSOH,8.0,113.0,5,1478365.2724404982
Ioptimality_N10,eSOH,9.0,10.0,5,1064149.1915303026
Ioptimality_N25,eSOH,9.0,25.0,5,1072520.7793260263
Ioptimality_remaining,eSOH,9.0,112.0,5,1034394.6961233735
Ioptimality_N10,eSOH,10.0,10.0,5,768034.2352172725
Ioptimality_N25,eSOH,10.0,25.0,5,773699.3876783693
Ioptimality_remaining,eSOH,10.0,111.0,5,740356.6785837006
Ioptimality_N10,eSOH,11.0,10.0,5,574531.4840808897
Ioptimality_N25,eSOH,11.0,25.0,5,578573.2745479939
Ioptimality_remaining,eSOH,11.0,110.0,5,550767.2116049513
Ioptimality_N10,eSOH,12.0,10.0,5,441708.5366400263
Ioptimality_N25,eSOH,12.0,25.0,5,444725.8124202074
Ioptimality_remaining,eSOH,12.0,109.0,5,422233.7129537396
Ioptimality_N10,eSOH,13.0,10.0,5,346707.14740989497
Ioptimality_N25,eSOH,13.0,25.0,5,349028.80032783357
Ioptimality_remaining,eSOH,13.0,108.0,5,330885.96306911955
Ioptimality_N10,eSOH,14.0,10.0,5,276942.9547732951
Ioptimality_N25,eSOH,14.0,25.0,5,278769.91969737003
Ioptimality_remaining,eSOH,14.0,107.0,5,264057.644287848
Ioptimality_N10,eSOH,15.0,10.0,5,224611.19743161259
Ioptimality_N25,eSOH,15.0,25.0,5,226074.16706707515
Ioptimality_remaining,eSOH,15.0,106.0,5,214032.06283047615
Ioptimality_N10,eSOH,16.0,10.0,5,184584.40555472538
Ioptimality_N25,eSOH,16.0,25.0,5,185780.22861378762
Ioptimality_remaining,eSOH,16.0,105.0,5,175844.34164316207
Ioptimality_N10,eSOH,17.0,10.0,5,153520.28939394854
Ioptimality_N25,eSOH,17.0,25.0,5,154515.00170016763
Ioptimality_remaining,eSOH,17.0,104.0,5,146221.61391629037
Ioptimality_N10,eSOH,18.0,10.0,5,129174.36205500356
Ioptimality_N25,eSOH,18.0,25.0,5,130013.24076903459
Ioptimality_remaining,eSOH,18.0,103.0,5,123022.01995230673
Ioptimality_N10,eSOH,19.0,10.0,5,109771.26388661268
Ioptimality_N25,eSOH,19.0,25.0,5,110477.33807906177
Ioptimality_remaining,eSOH,19.0,102.0,5,104416.64348499665
Ioptimality_N10,eSOH,20.0,10.0,5,94057.7086090515
Ioptimality_N25,eSOH,20.0,25.0,5,94655.64334247173
Ioptimality_remaining,eSOH,20.0,101.0,5,89348.93017605838
Ioptimality_N10,eSOH,21.0,10.0,5,81182.02288705911
Ioptimality_N25,eSOH,21.0,25.0,5,81694.14416687223
Ioptimality_remaining,eSOH,21.0,100.0,5,77053.4933256453
Ioptimality_N10,eSOH,22.0,10.0,5,70547.52207469373
Ioptimality_N25,eSOH,22.0,25.0,5,70989.74982673909
Ioptimality_remaining,eSOH,22.0,99.0,5,66909.26307967003
Ioptimality_N10,eSOH,23.0,10.0,5,61678.13417079651
Ioptimality_N25,eSOH,23.0,25.0,5,62063.35934276307
Ioptimality_remaining,eSOH,23.0,98.0,5,58469.1374145352
Ioptimality_N10,eSOH,24.0,10.0,5,54227.52104167621
Ioptimality_N25,eSOH,24.0,25.0,5,54565.24234280323
Ioptimality_remaining,eSOH,24.0,97.0,5,51386.6792747064
Ioptimality_N10,eSOH,25.0,10.0,5,47924.345069771116
Ioptimality_N25,eSOH,25.0,25.0,5,48222.616243714765
Ioptimality_remaining,eSOH,25.0,96.0,5,45399.38411453375
Ioptimality_N10,eSOH,26.0,10.0,5,42322.53198484161
Ioptimality_N25,eSOH,26.0,25.0,5,42567.47199951425
Ioptimality_remaining,eSOH,26.0,95.0,5,39861.95016480205
Ioptimality_N10,eSOH,27.0,10.0,5,37506.11910262589
Ioptimality_N25,eSOH,27.0,25.0,5,37704.608079548256
Ioptimality_remaining,eSOH,27.0,94.0,5,35106.678382107435
Ioptimality_N10,eSOH,28.0,10.0,5,33560.725261462794
Ioptimality_N25,eSOH,28.0,25.0,5,33724.361137299566
Ioptimality_remaining,eSOH,28.0,93.0,5,31261.151014497533
Ioptimality_N10,eSOH,29.0,10.0,5,30218.203365879355
Ioptimality_N25,eSOH,29.0,25.0,5,30355.007240528044
Ioptimality_remaining,eSOH,29.0,92.0,5,28040.465580063195
Ioptimality_N10,eSOH,30.0,10.0,5,27331.759579538106
Ioptimality_N25,eSOH,30.0,25.0,5,27447.54407493244
Ioptimality_remaining,eSOH,30.0,91.0,5,25287.218803167518
Ioptimality_N10,eSOH,31.0,10.0,5,24805.89311288944
